class_name,project_name,commits_count,code_churn_avg,contributors_count,contributors_experience,hunks_count,issue_tracker_issues,cbo,wmc,dit,rfc,lcom,total_methods,max_nested_blocks,total_variables,total_refactorings,ncloc_cloc,Max-Ruler,duplicated_lines_cpd_density,comment_lines_cloc_density
CIDRUtils.java,arduino,5.0,9.0,4.0,81.13,1.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,2.0,1.0,4.0,18.0,0.0,0.0,48.57142857142857
DropdownInstalledLibraryItem.java,arduino,15.0,4.0,5.0,72.67,1.0,0.0,6.0,5.0,1.0,5.0,0.0,1.0,2.0,0.0,1.0,19.0,0.0,0.0,59.57446808510638
DropdownLibraryOfCategoryItem.java,arduino,5.0,9.0,2.0,90.55,1.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,10.0,0.0,0.0,73.68421052631578
DropdownLibraryOfTypeItem.java,arduino,5.0,21.0,3.0,79.02,1.0,0.0,5.0,13.0,1.0,16.0,25.0,11.0,1.0,6.0,41.0,65.0,0.0,0.0,24.418604651162788
DropdownUpdatableLibrariesItem.java,arduino,13.0,9.0,5.0,55.51,3.0,2.0,4.0,14.0,5.0,7.0,28.0,8.0,2.0,3.0,36.0,75.0,0.0,0.0,27.184466019417474
ListComPortsParser.java,arduino,3.0,25.0,2.0,91.36,1.0,0.0,2.0,7.0,1.0,2.0,9.0,7.0,0.0,4.0,0.0,35.0,0.0,0.0,44.44444444444444
NoopProgressListener.java,arduino,2.0,50.0,1.0,100.0,1.5,0.0,5.0,12.0,1.0,17.0,0.0,7.0,2.0,8.0,1.0,58.0,0.0,0.0,32.55813953488372
OnlyFilesWithExtension.java,arduino,14.0,4.0,3.0,61.17,2.0,0.0,3.0,3.0,2.0,6.0,1.0,2.0,1.0,3.0,1.0,20.0,0.0,0.0,58.333333333333336
UploaderFactory.java,arduino,7.0,8.0,2.0,71.76,1.0,0.0,3.0,9.0,2.0,5.0,0.0,4.0,1.0,1.0,2.0,28.0,0.0,0.0,30.0
ContributedTargetPlatform.java,arduino,3.0,14.0,2.0,89.13,1.0,34.0,0.0,4.0,1.0,0.0,6.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,80.0
LegacyTargetBoard.java,arduino,1.0,71.0,1.0,100.0,1.0,0.0,3.0,7.0,1.0,9.0,4.0,4.0,1.0,3.0,0.0,34.0,0.0,0.0,45.16129032258064
LibraryList.java,arduino,2.0,26.0,1.0,100.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,14.0,0.0,0.0,66.66666666666666
MultiStepProgress.java,arduino,2.0,27.0,1.0,100.0,1.0,0.0,4.0,3.0,3.0,2.0,1.0,3.0,0.0,1.0,0.0,18.0,0.0,0.0,60.86956521739131
ContributedPlatformReleases.java,arduino,5.0,17.0,4.0,86.73,1.0,2.0,3.0,7.0,2.0,16.0,1.0,3.0,3.0,8.0,0.0,40.0,0.0,0.0,42.028985507246375
FilteredAbstractTableModel.java,arduino,4.0,30.0,1.0,100.0,1.0,0.0,1.0,16.0,1.0,10.0,21.0,10.0,3.0,7.0,0.0,68.0,0.0,0.0,29.896907216494846
GUIUserNotifier.java,arduino,2.0,39.0,2.0,60.45,12.0,4.0,2.0,19.0,1.0,4.0,2.0,8.0,1.0,8.0,0.0,60.0,0.0,0.0,0.0
Progress.java,arduino,1.0,36.0,1.0,100.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,87.5
UserLibraryPriorityComparator.java,arduino,2.0,32.0,1.0,100.0,1.0,0.0,3.0,1.0,1.0,9.0,0.0,1.0,0.0,3.0,0.0,29.0,0.0,0.0,49.122807017543856
AbstractKeyListener.java,arduino,4.0,9.0,2.0,87.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,87.5
ArduinoTokenMakerFactory.java,arduino,5.0,8.0,3.0,74.14,1.0,0.0,1.0,3.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,9.0,0.0,0.0,75.67567567567568
BoardReachabilityFilter.java,arduino,8.0,14.0,2.0,50.72,3.0,0.0,6.0,17.0,1.0,15.0,14.0,9.0,2.0,9.0,5.0,67.0,0.0,0.0,29.47368421052631
CacheControl.java,arduino,4.0,17.0,2.0,93.33,1.0,0.0,3.0,9.0,1.0,6.0,1.0,3.0,1.0,3.0,0.0,31.0,0.0,0.0,47.45762711864407
CategoryPredicate.java,arduino,15.0,10.0,2.0,97.22,2.0,0.0,10.0,13.0,3.0,29.0,7.0,6.0,2.0,13.0,33.0,95.0,0.0,0.0,24.0
CircularBuffer.java,arduino,40.0,2.0,3.0,42.23,4.5,0.0,1.0,3.0,1.0,7.0,0.0,1.0,1.0,2.0,22.0,26.0,0.0,0.0,51.85185185185185
CompilerProgressListener.java,arduino,5.0,13.0,1.0,100.0,1.0,0.0,1.0,3.0,1.0,8.0,0.0,1.0,1.0,2.0,2.0,26.0,0.0,0.0,51.85185185185185
CompilerUtils.java,arduino,4.0,15.0,2.0,90.48,1.0,1.0,3.0,10.0,1.0,8.0,10.0,5.0,3.0,0.0,2.0,23.0,0.0,0.0,54.90196078431373
ContributedBoard.java,arduino,2.0,38.0,1.0,100.0,1.0,0.0,0.0,10.0,1.0,4.0,0.0,4.0,1.0,1.0,0.0,37.0,0.0,0.0,43.07692307692308
ContributedLibraryDependency.java,arduino,4.0,19.0,2.0,95.0,1.5,0.0,3.0,8.0,1.0,7.0,0.0,4.0,2.0,4.0,0.0,37.0,0.0,0.0,43.07692307692308
ContributedLibraryReleases.java,arduino,10.0,18.0,6.0,50.0,4.5,1.0,7.0,23.0,1.0,22.0,0.0,4.0,3.0,21.0,45.0,92.0,0.0,0.0,38.25503355704698
ContributedLibraryReleasesComparator.java,arduino,2.0,34.0,2.0,57.35,1.0,0.0,1.0,4.0,1.0,1.0,0.0,4.0,0.0,1.0,7.0,23.0,0.0,0.0,61.66666666666667
ContributedLibraryTableCellEditor.java,arduino,3.0,12.0,1.0,100.0,2.0,1.0,2.0,6.0,2.0,4.0,6.0,4.0,1.0,0.0,1.0,22.0,0.0,0.0,18.51851851851852
ContributedLibraryTableCellRenderer.java,arduino,10.0,8.0,3.0,50.54,2.0,0.0,3.0,11.0,1.0,5.0,33.0,10.0,1.0,3.0,15.0,32.0,0.0,0.0,46.666666666666664
ContributedPlatformTableCellRenderer.java,arduino,4.0,10.0,2.0,86.67,1.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,77.77777777777779
ContributedToolReference.java,arduino,4.0,12.0,1.0,100.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,13.0,0.0,0.0,68.29268292682927
DelegatingKeyListener.java,arduino,15.0,3.0,2.0,83.65,1.0,0.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,14.0,0.0,0.0,66.66666666666666
DeleteFilesOnShutdown.java,arduino,7.0,8.0,2.0,93.67,1.0,0.0,4.0,3.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,19.0,0.0,0.0,59.57446808510638
DiscourseFormat.java,arduino,5.0,8.0,1.0,100.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,84.84848484848484
DocumentTextChangeListener.java,arduino,6.0,9.0,2.0,95.12,1.0,0.0,4.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,63.63636363636363
DoubleQuotedArgumentsOnWindowsCommandLine.java,arduino,1.0,42.0,1.0,100.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,0.0,73.68421052631578
DownloadableContribution.java,arduino,1.0,44.0,1.0,100.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,0.0,73.68421052631578
DownloadableContributionVersionComparator.java,arduino,1.0,36.0,1.0,100.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,87.5
DownloadableContributionWithVersionPredicate.java,arduino,3.0,14.0,1.0,100.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,9.0,0.0,0.0,75.67567567567568
DropdownAllCoresItem.java,arduino,3.0,19.0,2.0,98.25,1.0,101.0,0.0,4.0,1.0,1.0,0.0,3.0,1.0,3.0,4.0,21.0,0.0,0.0,57.14285714285714
DropdownAllLibraries.java,arduino,8.0,8.0,3.0,62.1,1.0,0.0,3.0,4.0,2.0,4.0,0.0,4.0,0.0,2.0,4.0,28.0,0.0,0.0,50.877192982456144
DropdownCoreOfCategoryItem.java,arduino,6.0,9.0,3.0,76.92,1.0,0.0,1.0,6.0,1.0,6.0,0.0,1.0,1.0,0.0,4.0,21.0,0.0,0.0,57.14285714285714
DropdownItem.java,arduino,3.0,20.0,1.0,100.0,1.0,0.0,0.0,7.0,1.0,4.0,1.0,3.0,1.0,1.0,2.0,24.0,0.0,0.0,53.84615384615385
DropdownUpdatableCoresItem.java,arduino,3.0,14.0,3.0,87.5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,87.5
EmptyContributionIndex.java,arduino,2.0,38.0,1.0,100.0,1.0,0.0,3.0,6.0,3.0,12.0,0.0,4.0,1.0,5.0,0.0,34.0,0.0,0.0,45.16129032258064
EmptyLibrariesIndex.java,arduino,5.0,10.0,5.0,42.65,1.0,0.0,4.0,3.0,1.0,4.0,0.0,1.0,2.0,0.0,6.0,16.0,0.0,0.0,65.21739130434783
EventListener.java,arduino,1.0,23.0,1.0,100.0,1.0,0.0,2.0,4.0,6.0,4.0,0.0,1.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0
FileExecutablePredicate.java,arduino,4.0,27.0,2.0,99.09,1.0,0.0,2.0,7.0,1.0,5.0,2.0,4.0,2.0,4.0,3.0,40.0,0.0,0.0,58.333333333333336
FileNameExtensionFilter.java,arduino,6.0,15.0,3.0,98.13,1.0,0.0,1.0,3.0,1.0,3.0,0.0,1.0,1.0,1.0,4.0,14.0,0.0,0.0,65.0
Language.java,arduino,3.0,16.0,1.0,100.0,1.0,0.0,0.0,2.0,1.0,4.0,0.0,2.0,0.0,1.0,0.0,13.0,0.0,0.0,68.29268292682927
LegacyUserLibrary.java,arduino,3.0,16.0,1.0,100.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,13.0,0.0,0.0,68.29268292682927
LibraryOfSameTypeComparator.java,arduino,2.0,22.0,2.0,76.47,2.5,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,11.0,0.0,0.0,71.7948717948718
LibraryTypeComparator.java,arduino,2.0,5.0,1.0,100.0,0.5,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0
MessageConsumer.java,arduino,4.0,16.0,3.0,75.29,2.5,0.0,3.0,8.0,1.0,8.0,0.0,2.0,2.0,5.0,12.0,29.0,0.0,0.0,49.122807017543856
MessageConsumerOutputStream.java,arduino,5.0,10.0,3.0,73.33,1.0,0.0,1.0,2.0,5.0,7.0,0.0,1.0,1.0,0.0,1.0,14.0,0.0,0.0,68.18181818181817
MonitorFactory.java,arduino,1.0,38.0,1.0,100.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,84.84848484848484
MyConfigurableCaret.java,arduino,1.0,13.0,1.0,100.0,1.0,54.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,36.36363636363637
MyStreamPumper.java,arduino,2.0,23.0,1.0,100.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,12.0,0.0,0.0,70.0
OnlyDirs.java,arduino,3.0,11.0,2.0,89.19,1.0,0.0,0.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,6.0,0.0,0.0,72.72727272727273
PackageIndexFilenameFilter.java,arduino,4.0,10.0,3.0,88.64,1.0,10.0,0.0,4.0,4.0,0.0,6.0,4.0,0.0,0.0,1.0,17.0,0.0,0.0,46.875
Pair.java,arduino,3.0,13.0,2.0,92.86,1.0,4.0,1.0,4.0,5.0,0.0,6.0,4.0,0.0,0.0,1.0,16.0,0.0,0.0,46.666666666666664
PlatformArchitecturePredicate.java,arduino,2.0,32.0,2.0,85.94,1.0,1.0,2.0,6.0,1.0,7.0,3.0,3.0,1.0,1.0,3.0,27.0,0.0,0.0,50.90909090909091
PluggableDiscoveryMessage.java,arduino,19.0,5.0,5.0,75.0,1.0,0.0,4.0,5.0,4.0,7.0,0.0,1.0,2.0,6.0,0.0,59.0,0.0,0.0,11.940298507462686
PreferencesMapException.java,arduino,2.0,14.0,1.0,100.0,1.5,0.0,3.0,3.0,7.0,1.0,3.0,3.0,0.0,2.0,0.0,22.0,0.0,0.0,0.0
ProgressAwareMessageConsumer.java,arduino,6.0,13.0,2.0,57.09,1.5,1.0,3.0,5.0,5.0,4.0,0.0,2.0,1.0,3.0,7.0,28.0,0.0,0.0,56.92307692307692
ProgressJProgressBar.java,arduino,7.0,16.0,2.0,100.0,1.0,13.0,6.0,13.0,1.0,17.0,8.0,5.0,2.0,7.0,1.0,64.0,0.0,0.0,31.182795698924732
ProgressListener.java,arduino,3.0,15.0,2.0,100.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,77.5
Resources.java,arduino,5.0,24.0,4.0,96.83,1.0,1.0,9.0,5.0,1.0,8.0,0.0,2.0,2.0,5.0,4.0,70.0,0.0,0.0,28.57142857142857
ReverseComparator.java,arduino,4.0,12.0,3.0,92.59,1.0,0.0,5.0,1.0,1.0,4.0,0.0,1.0,0.0,2.0,1.0,15.0,0.0,0.0,65.11627906976744
RunnerListener.java,arduino,10.0,10.0,2.0,99.46,2.5,1.0,2.0,10.0,1.0,0.0,45.0,10.0,0.0,0.0,25.0,15.0,0.0,0.0,81.0126582278481
SerialException.java,arduino,34.0,3.0,7.0,72.81,2.5,2.0,3.0,11.0,1.0,0.0,55.0,11.0,0.0,0.0,37.0,18.0,0.0,0.0,76.92307692307693
SerialNotFoundException.java,arduino,2.0,11.0,1.0,100.0,0.5,0.0,0.0,4.0,3.0,0.0,6.0,4.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0
SignatureVerifier.java,arduino,2.0,28.0,1.0,100.0,1.0,0.0,0.0,4.0,1.0,4.0,1.0,3.0,1.0,2.0,0.0,21.0,0.0,0.0,57.14285714285714
SketchTextAreaDefaultInputMap.java,arduino,2.0,20.0,2.0,80.0,2.0,484.0,1.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,74.07407407407408
SketchTextAreaUI.java,arduino,6.0,3.0,3.0,48.65,1.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,1.0,3.0,1.0,15.0,0.0,0.0,0.0
SketchTokenMaker.java,arduino,4.0,20.0,2.0,86.05,1.0,0.0,2.0,11.0,1.0,11.0,1.0,3.0,2.0,4.0,28.0,36.0,0.0,0.0,43.75
SSH.java,arduino,8.0,8.0,2.0,60.32,3.0,0.0,3.0,4.0,1.0,7.0,0.0,3.0,1.0,4.0,7.0,26.0,0.0,0.0,51.85185185185185
SSHClientSetupChainRing.java,arduino,5.0,11.0,2.0,90.7,2.0,0.0,6.0,3.0,1.0,11.0,0.0,1.0,1.0,5.0,5.0,21.0,0.0,0.0,57.14285714285714
SSHConfigFileSetup.java,arduino,1.0,49.0,1.0,100.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,13.0,0.0,0.0,68.29268292682927
SSHPwdSetup.java,arduino,13.0,6.0,4.0,35.29,1.0,1.0,5.0,16.0,1.0,8.0,28.0,8.0,1.0,2.0,52.0,43.0,0.0,0.0,39.436619718309856
TargetBoard.java,arduino,4.0,250.0,2.0,94.82,1.5,4.0,17.0,44.0,2.0,36.0,181.0,23.0,2.0,28.0,9.0,591.0,1.0,0.0,27.216748768472904
TargetPackage.java,arduino,3.0,223.0,2.0,95.97,1.0,2.0,11.0,110.0,3.0,49.0,0.0,6.0,7.0,52.0,0.0,494.0,1.0,0.0,11.310592459605028
TargetPlatform.java,arduino,1.0,1265.0,1.0,100.0,1.0,55.0,8.0,160.0,2.0,55.0,569.0,47.0,5.0,41.0,0.0,736.0,1.0,0.0,34.40285204991088
TargetPlatformException.java,arduino,3.0,131.0,2.0,99.24,3.0,12.0,13.0,38.0,1.0,53.0,35.0,11.0,5.0,29.0,0.0,261.0,1.0,0.0,23.9067055393586
TestPackageIndexFilenameFilter.java,arduino,47.0,15.0,7.0,97.21,2.0,30.0,15.0,111.0,1.0,96.0,940.0,45.0,4.0,57.0,118.0,537.0,1.0,0.0,9.29054054054054
Token.java,arduino,5.0,76.0,1.0,100.0,2.0,1.0,23.0,53.0,2.0,57.0,24.0,13.0,4.0,48.0,8.0,303.0,1.0,0.0,5.3125
Tool.java,arduino,4.0,223.0,4.0,97.33,1.5,6.0,3.0,214.0,1.0,82.0,1649.0,58.0,4.0,90.0,0.0,619.0,1.0,0.0,20.742637644046095
UDevAdmParser.java,arduino,19.0,20.0,4.0,98.55,2.0,2.0,5.0,58.0,1.0,48.0,28.0,8.0,4.0,41.0,61.0,282.0,1.0,0.0,12.693498452012383
UpdatableBoardsLibsFakeURLsHandler.java,arduino,10.0,34.0,1.0,100.0,2.0,11.0,21.0,48.0,1.0,61.0,160.0,20.0,4.0,34.0,89.0,276.0,1.0,0.0,5.802047781569966
UpdatableLibraryPredicate.java,arduino,7.0,42.0,2.0,99.12,1.0,0.0,2.0,67.0,1.0,17.0,247.0,30.0,3.0,24.0,9.0,220.0,1.0,0.0,12.0
UpdatablePlatformPredicate.java,arduino,2.0,96.0,1.0,100.0,3.5,0.0,10.0,39.0,1.0,48.0,26.0,8.0,5.0,22.0,0.0,155.0,0.0,0.0,6.0606060606060606
UserLibraryFolder.java,arduino,5.0,82.0,1.0,100.0,1.0,0.0,18.0,67.0,2.0,53.0,80.0,16.0,4.0,46.0,29.0,319.0,1.0,0.0,11.634349030470915
VersionComparator.java,arduino,1.0,321.0,1.0,100.0,1.0,0.0,4.0,37.0,1.0,55.0,28.0,8.0,8.0,22.0,0.0,187.0,1.0,0.0,38.079470198675494
TelnetInputStream.java,arthas,2.0,102.0,2.0,98.55,1.5,0.0,2.0,24.0,1.0,22.0,6.0,4.0,3.0,28.0,0.0,149.0,1.0,0.0,19.45945945945946
AdviceWeaver.java,arthas,8.0,25.0,4.0,90.91,1.0,10.0,2.0,24.0,1.0,28.0,32.0,9.0,3.0,41.0,0.0,152.0,1.0,0.0,13.636363636363635
ObjectView.java,arthas,8.0,73.0,3.0,97.12,1.0,0.0,23.0,81.0,2.0,92.0,191.0,23.0,6.0,60.0,22.0,487.0,1.0,0.0,4.6966731898238745
ObjectUtils.java,arthas,4.0,31.0,2.0,99.45,1.5,1.0,4.0,10.0,1.0,11.0,7.0,6.0,1.0,7.0,3.0,99.0,0.0,0.0,9.174311926605505
Telnet.java,arthas,5.0,35.0,2.0,67.5,2.0,0.0,7.0,33.0,2.0,28.0,0.0,4.0,5.0,33.0,16.0,135.0,0.0,0.0,11.76470588235294
Enhancer.java,arthas,2.0,216.0,2.0,99.77,1.0,0.0,3.0,68.0,1.0,88.0,64.0,12.0,4.0,56.0,0.0,313.0,1.0,0.0,17.63157894736842
Bootstrap.java,arthas,10.0,25.0,2.0,93.09,4.0,4.0,8.0,35.0,1.0,50.0,36.0,9.0,4.0,43.0,116.0,184.0,0.0,0.0,16.363636363636363
LoggerCommand.java,arthas,12.0,21.0,3.0,99.26,1.0,4.0,16.0,29.0,1.0,52.0,10.0,9.0,3.0,22.0,3.0,187.0,0.0,0.0,15.0
ReflectUtils.java,arthas,3.0,78.0,2.0,99.16,1.0,1.0,11.0,33.0,1.0,28.0,136.0,17.0,2.0,8.0,0.0,142.0,1.0,0.0,31.06796116504854
StringUtils.java,arthas,3.0,74.0,2.0,97.81,1.0,0.0,12.0,30.0,1.0,37.0,105.0,15.0,3.0,18.0,3.0,184.0,0.0,0.0,7.07070707070707
ProcessUtils.java,arthas,12.0,11.0,3.0,88.78,2.5,462.0,10.0,15.0,1.0,43.0,10.0,5.0,3.0,22.0,15.0,110.0,0.0,0.0,3.508771929824561
TelnetConsole.java,arthas,3.0,55.0,1.0,100.0,1.0,1.0,11.0,27.0,1.0,37.0,4.0,4.0,5.0,27.0,0.0,131.0,0.0,0.0,7.092198581560284
AnsiLog.java,arthas,4.0,58.0,2.0,74.72,2.0,0.0,22.0,34.0,2.0,55.0,52.0,13.0,2.0,22.0,23.0,184.0,1.0,0.0,10.679611650485436
Log4j2Helper.java,arthas,4.0,42.0,1.0,100.0,2.5,1.0,7.0,33.0,1.0,36.0,4.0,4.0,5.0,25.0,3.0,139.0,0.0,0.0,5.442176870748299
MBeanCommand.java,arthas,9.0,55.0,3.0,77.64,2.0,1.0,27.0,83.0,3.0,73.0,536.0,40.0,4.0,54.0,23.0,395.0,1.0,0.0,9.403669724770642
ProfilerCommand.java,arthas,1.0,283.0,1.0,100.0,1.0,0.0,1.0,17.0,1.0,0.0,106.0,17.0,0.0,7.0,0.0,84.0,0.0,0.0,67.1875
ArthasReflectUtils.java,arthas,12.0,19.0,3.0,93.53,2.5,7.0,23.0,28.0,2.0,51.0,29.0,11.0,4.0,22.0,12.0,183.0,0.0,10.92896174863388,4.18848167539267
NetUtils.java,arthas,2.0,226.0,2.0,99.56,1.0,1.0,2.0,56.0,1.0,39.0,171.0,19.0,4.0,16.0,0.0,171.0,0.0,0.0,59.38242280285036
AgentBootstrap.java,arthas,4.0,35.0,1.0,100.0,1.5,1.0,7.0,14.0,1.0,20.0,8.0,5.0,3.0,11.0,0.0,88.0,0.0,0.0,24.786324786324787
ClassLoaderCommand.java,arthas,8.0,40.0,2.0,98.25,2.0,1.0,12.0,68.0,1.0,61.0,55.0,11.0,3.0,44.0,63.0,253.0,0.0,0.0,8.333333333333332
UserStatUtil.java,arthas,2.0,84.0,1.0,100.0,1.0,0.0,4.0,24.0,1.0,18.0,15.0,6.0,3.0,11.0,0.0,99.0,0.0,0.0,36.53846153846153
GrepHandler.java,arthas,6.0,70.0,3.0,98.87,1.5,0.0,23.0,37.0,3.0,69.0,159.0,19.0,2.0,51.0,11.0,335.0,0.0,0.0,4.011461318051576
ThreadUtil.java,arthas,3.0,38.0,2.0,67.12,1.0,2.0,2.0,21.0,1.0,3.0,0.0,3.0,5.0,12.0,2.0,78.0,0.0,0.0,20.408163265306122
DownloadUtils.java,arthas,3.0,76.0,1.0,100.0,2.0,0.0,19.0,44.0,1.0,40.0,48.0,13.0,5.0,28.0,0.0,194.0,1.0,0.0,7.177033492822966
ArthasBootstrap.java,arthas,4.0,27.0,1.0,100.0,1.5,0.0,12.0,15.0,3.0,4.0,58.0,13.0,1.0,5.0,8.0,85.0,0.0,0.0,7.608695652173914
ReflectAdviceListenerAdapter.java,arthas,4.0,31.0,1.0,100.0,1.5,3.0,15.0,17.0,2.0,30.0,4.0,4.0,6.0,16.0,1.0,103.0,0.0,0.0,3.7383177570093453
TimeTunnelTable.java,arthas,2.0,48.0,2.0,96.0,1.5,8.0,0.0,5.0,1.0,2.0,0.0,3.0,2.0,8.0,0.0,63.0,0.0,0.0,26.744186046511626
Arthas.java,arthas,2.0,122.0,2.0,99.18,1.0,0.0,3.0,29.0,1.0,26.0,0.0,6.0,3.0,22.0,0.0,125.0,0.0,0.0,33.86243386243386
LogbackHelper.java,arthas,3.0,209.0,2.0,99.22,1.0,24.0,18.0,66.0,1.0,39.0,293.0,30.0,3.0,30.0,0.0,536.0,0.0,0.0,0.9242144177449169
OptionsCommand.java,arthas,4.0,43.0,1.0,100.0,2.5,3.0,6.0,33.0,1.0,20.0,12.0,9.0,5.0,16.0,0.0,129.0,0.0,65.11627906976744,0.0
Log4jHelper.java,arthas,1.0,116.0,1.0,100.0,1.0,0.0,16.0,13.0,2.0,28.0,5.0,6.0,3.0,9.0,0.0,92.0,0.0,0.0,8.91089108910891
TimeTunnelCommand.java,arthas,1.0,74.0,1.0,100.0,1.0,0.0,0.0,5.0,1.0,0.0,10.0,5.0,0.0,0.0,0.0,16.0,0.0,0.0,76.11940298507463
TelnetOptionHandler.java,arthas,1.0,34.0,1.0,100.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,16.0,0.0,0.0,48.38709677419355
JadCommand.java,arthas,7.0,17.0,1.0,100.0,1.0,3.0,8.0,15.0,1.0,30.0,26.0,8.0,3.0,18.0,13.0,95.0,0.0,0.0,3.061224489795918
FieldUtils.java,arthas,2.0,42.0,1.0,100.0,1.0,0.0,11.0,8.0,2.0,13.0,0.0,4.0,2.0,8.0,4.0,63.0,0.0,0.0,8.695652173913043
LogUtil.java,arthas,1.0,80.0,1.0,100.0,1.0,3.0,5.0,5.0,1.0,7.0,1.0,2.0,1.0,3.0,0.0,34.0,0.0,0.0,50.0
CompletionUtils.java,arthas,1.0,87.0,1.0,100.0,1.0,0.0,9.0,10.0,2.0,14.0,7.0,6.0,2.0,6.0,0.0,68.0,0.0,60.29411764705882,9.333333333333334
FileUtils.java,arthas,2.0,41.0,1.0,100.0,1.5,1.0,9.0,10.0,2.0,14.0,7.0,6.0,2.0,6.0,0.0,67.0,0.0,61.19402985074627,5.633802816901409
DashboardCommand.java,arthas,3.0,19.0,2.0,78.46,1.0,0.0,0.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,9.0,18.0,0.0,0.0,64.0
WildcardMatcher.java,arthas,1.0,374.0,1.0,100.0,1.0,0.0,5.0,52.0,1.0,25.0,56.0,16.0,4.0,31.0,0.0,227.0,0.0,0.0,25.573770491803277
JobControllerImpl.java,arthas,3.0,27.0,1.0,100.0,2.0,1.0,1.0,11.0,4.0,15.0,4.0,5.0,3.0,6.0,9.0,48.0,0.0,0.0,28.35820895522388
SocketClient.java,arthas,5.0,38.0,1.0,100.0,1.0,0.0,14.0,30.0,3.0,6.0,344.0,28.0,1.0,12.0,20.0,158.0,0.0,0.0,0.0
StackCommand.java,arthas,2.0,34.0,2.0,62.1,7.0,0.0,1.0,12.0,1.0,14.0,1.0,2.0,6.0,8.0,3.0,43.0,0.0,0.0,28.333333333333332
HttpRequestHandler.java,arthas,3.0,244.0,3.0,98.78,1.0,1.0,6.0,98.0,2.0,44.0,3177.0,87.0,2.0,9.0,0.0,575.0,0.0,0.0,1.5410958904109588
Spy.java,arthas,8.0,19.0,3.0,97.08,1.0,4.0,2.0,20.0,1.0,25.0,55.0,11.0,5.0,20.0,1.0,111.0,0.0,0.0,13.953488372093023
FeatureCodec.java,arthas,1.0,43.0,1.0,100.0,1.0,0.0,6.0,1.0,1.0,3.0,0.0,1.0,0.0,5.0,0.0,18.0,0.0,0.0,48.57142857142857
ProcessImpl.java,arthas,1.0,152.0,1.0,100.0,1.0,4.0,2.0,10.0,1.0,10.0,10.0,5.0,3.0,9.0,0.0,56.0,0.0,0.0,59.71223021582733
DynamicCompiler.java,arthas,1.0,112.0,1.0,100.0,1.0,0.0,2.0,9.0,2.0,2.0,0.0,3.0,3.0,6.0,0.0,44.0,0.0,0.0,56.43564356435643
VMOptionCommand.java,arthas,1.0,171.0,1.0,100.0,1.0,1.0,9.0,33.0,1.0,35.0,0.0,9.0,2.0,15.0,0.0,149.0,0.0,0.0,3.870967741935484
