class_name,project_name,commits_count,code_churn_avg,contributors_count,contributors_experience,hunks_count,issue_tracker_issues,cbo,wmc,dit,rfc,lcom,total_methods,max_nested_blocks,total_variables,total_refactorings,ncloc_cloc,Max-Ruler,duplicated_lines_cpd_density,comment_lines_cloc_density
NameSampleDataStreamFactory.java,opennlp,16.0,53.0,4.0,60.21,2.0,5.0,44.0,61.0,1.0,46.0,179.0,38.0,3.0,33.0,10.0,370.0,1.0,0.0,15.137614678899084
NameSampleTypeFilter.java,opennlp,2.0,34.0,2.0,98.55,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,37.93103448275862
NameToSentenceSampleStream.java,opennlp,1.0,353.0,1.0,100.0,1.0,2.0,24.0,28.0,1.0,35.0,22.0,8.0,3.0,26.0,0.0,242.0,0.0,0.0,24.84472049689441
NameToSentenceSampleStreamFactory.java,opennlp,2.0,70.0,2.0,99.29,1.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,23.893805309734514
NameToTokenSampleStream.java,opennlp,26.0,6.0,4.0,34.61,2.0,10.0,18.0,10.0,2.0,25.0,6.0,4.0,3.0,13.0,23.0,106.0,0.0,0.0,31.61290322580645
NameToTokenSampleStreamFactory.java,opennlp,96.0,7.0,6.0,48.22,2.0,114.0,32.0,100.0,3.0,77.0,123.0,27.0,4.0,58.0,570.0,493.0,1.0,0.0,21.62162162162162
NGramFeatureGenerator.java,opennlp,1.0,139.0,1.0,100.0,1.0,1.0,21.0,6.0,4.0,19.0,6.0,4.0,3.0,7.0,0.0,88.0,0.0,0.0,32.30769230769231
NGramLanguageModel.java,opennlp,7.0,25.0,3.0,88.83,1.0,0.0,4.0,11.0,1.0,15.0,1.0,7.0,2.0,8.0,3.0,117.0,0.0,0.0,25.477707006369428
NGramModel.java,opennlp,30.0,31.0,6.0,49.0,2.0,23.0,30.0,124.0,1.0,112.0,250.0,25.0,4.0,104.0,140.0,789.0,1.0,0.0,9.725400457665904
NKJPSentenceSampleStreamFactory.java,opennlp,16.0,22.0,6.0,56.35,2.5,1.0,18.0,55.0,2.0,32.0,21.0,7.0,5.0,33.0,69.0,278.0,1.0,0.0,14.984709480122325
NumberCharSequenceNormalizer.java,opennlp,3.0,187.0,1.0,100.0,2.0,2.0,33.0,44.0,2.0,113.0,58.0,12.0,3.0,55.0,8.0,354.0,1.0,37.28813559322034,29.761904761904763
ObjectDataReader.java,opennlp,38.0,18.0,6.0,42.95,2.0,19.0,13.0,59.0,1.0,9.0,1484.0,57.0,1.0,28.0,45.0,296.0,0.0,0.0,50.993377483443716
ObjectStreamFactory.java,opennlp,19.0,10.0,4.0,92.19,2.0,13.0,4.0,29.0,1.0,28.0,6.0,4.0,3.0,15.0,30.0,144.0,0.0,0.0,19.101123595505616
OntoNotesFormatParameters.java,opennlp,8.0,20.0,3.0,71.95,1.5,5.0,8.0,12.0,1.0,10.0,6.0,5.0,1.0,10.0,60.0,84.0,0.0,0.0,40.845070422535215
OntoNotesNameSampleStreamFactory.java,opennlp,19.0,21.0,4.0,65.86,2.0,33.0,1.0,54.0,1.0,39.0,15.0,6.0,6.0,36.0,28.0,290.0,1.0,13.10344827586207,24.083769633507853
OntoNotesParseSampleStream.java,opennlp,248.0,7.0,9.0,36.82,2.0,350.0,59.0,179.0,3.0,226.0,730.0,48.0,5.0,166.0,541.0,1270.0,1.0,0.0,17.90562378797673
OntoNotesParseSampleStreamFactory.java,opennlp,10.0,28.0,4.0,70.57,1.5,0.0,8.0,34.0,2.0,29.0,76.0,13.0,2.0,24.0,63.0,177.0,1.0,85.31073446327684,31.1284046692607
OntoNotesPOSSampleStreamFactory.java,opennlp,7.0,46.0,3.0,92.75,1.0,419.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,9.0,223.0,1.0,0.0,22.837370242214533
OpenNlpAnnotatorProcessException.java,opennlp,19.0,19.0,7.0,45.81,2.0,20.0,6.0,33.0,1.0,26.0,0.0,13.0,3.0,13.0,31.0,186.0,0.0,0.0,44.47761194029851
OutcomePriorFeatureGenerator.java,opennlp,8.0,59.0,3.0,69.6,2.0,7.0,6.0,78.0,1.0,31.0,0.0,10.0,6.0,27.0,0.0,336.0,1.0,0.0,23.462414578587698
ParagraphStream.java,opennlp,7.0,69.0,3.0,85.49,1.0,0.0,8.0,66.0,2.0,37.0,298.0,25.0,2.0,37.0,1.0,289.0,1.0,54.67128027681662,34.16856492027335
Parser.java,opennlp,2.0,192.0,1.0,100.0,1.0,1.0,3.0,25.0,1.0,30.0,8.0,5.0,3.0,27.0,0.0,312.0,0.0,0.0,15.217391304347828
ParserChunkerFactory.java,opennlp,26.0,13.0,4.0,35.79,2.0,49.0,22.0,50.0,1.0,33.0,64.0,13.0,2.0,18.0,99.0,219.0,0.0,0.0,27.242524916943523
ParserConverterTool.java,opennlp,14.0,14.0,5.0,49.87,1.5,14.0,11.0,22.0,1.0,40.0,28.0,8.0,5.0,10.0,20.0,146.0,0.0,0.0,18.88888888888889
ParserEvaluationMonitor.java,opennlp,6.0,45.0,2.0,99.31,1.5,0.0,4.0,14.0,1.0,30.0,13.0,10.0,1.0,25.0,2.0,197.0,0.0,0.0,18.25726141078838
ParserEventTypeEnum.java,opennlp,11.0,16.0,4.0,55.51,1.0,1.0,7.0,19.0,2.0,22.0,26.0,8.0,2.0,16.0,33.0,104.0,0.0,39.42307692307692,36.58536585365854
ParserFactory.java,opennlp,9.0,36.0,3.0,89.98,4.0,4.0,6.0,30.0,1.0,15.0,40.0,12.0,4.0,24.0,15.0,237.0,1.0,0.0,21.782178217821784
ParserModelLoader.java,opennlp,13.0,13.0,4.0,57.09,1.0,2.0,8.0,17.0,1.0,27.0,6.0,4.0,6.0,20.0,20.0,112.0,0.0,0.0,29.11392405063291
ParserModelResource.java,opennlp,24.0,13.0,3.0,82.65,3.5,18.0,11.0,24.0,2.0,41.0,65.0,15.0,1.0,21.0,13.0,229.0,0.0,0.0,15.498154981549817
ParserModelResourceImpl.java,opennlp,23.0,9.0,5.0,40.64,1.0,33.0,4.0,24.0,1.0,21.0,3.0,3.0,4.0,21.0,1.0,152.0,0.0,0.0,20.0
ParserType.java,opennlp,12.0,35.0,3.0,55.23,2.5,107.0,11.0,40.0,5.0,43.0,58.0,12.0,4.0,30.0,20.0,325.0,1.0,0.0,17.091836734693878
ParseSampleStream.java,opennlp,15.0,25.0,4.0,79.68,2.0,4.0,18.0,42.0,1.0,31.0,17.0,11.0,2.0,34.0,25.0,258.0,0.0,0.0,23.893805309734514
ParseSampleStreamFactory.java,opennlp,77.0,11.0,5.0,31.61,2.0,103.0,17.0,63.0,2.0,40.0,207.0,22.0,4.0,24.0,266.0,296.0,1.0,0.0,25.81453634085213
ParseToPOSSampleStream.java,opennlp,106.0,6.0,6.0,42.61,2.0,146.0,26.0,98.0,3.0,83.0,101.0,26.0,5.0,59.0,286.0,499.0,1.0,14.428857715430862,18.59706362153344
ParseToSentenceSampleStreamFactory.java,opennlp,14.0,41.0,5.0,44.58,2.0,4.0,34.0,74.0,1.0,42.0,0.0,27.0,7.0,44.0,47.0,370.0,0.0,0.0,31.3543599257885
ParseToTokenSampleStreamFactory.java,opennlp,42.0,10.0,4.0,43.87,2.0,21.0,19.0,56.0,1.0,22.0,231.0,26.0,4.0,66.0,145.0,286.0,0.0,0.0,23.324396782841823
PlainTextByLineStream.java,opennlp,5.0,55.0,1.0,100.0,2.0,1.0,12.0,27.0,1.0,39.0,12.0,9.0,3.0,28.0,0.0,175.0,0.0,0.0,30.278884462151396
PlainTextFileDataReader.java,opennlp,18.0,13.0,6.0,61.63,2.0,8.0,12.0,28.0,3.0,26.0,14.0,8.0,3.0,19.0,1.0,144.0,0.0,25.694444444444443,32.71028037383177
PlainTextNaiveBayesModelReader.java,opennlp,3.0,133.0,3.0,96.86,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,1.0,0.0,12.275449101796406
PlainTextNaiveBayesModelWriter.java,opennlp,28.0,13.0,5.0,45.95,2.0,21.0,10.0,43.0,2.0,56.0,45.0,10.0,4.0,65.0,167.0,281.0,1.0,14.23487544483986,17.10914454277286
POSContextGenerator.java,opennlp,22.0,46.0,5.0,43.87,2.0,5.0,35.0,127.0,1.0,84.0,0.0,53.0,4.0,55.0,9.0,600.0,1.0,0.0,35.5531686358754
POSEvaluator.java,opennlp,11.0,19.0,4.0,61.89,1.0,1.0,6.0,18.0,2.0,12.0,66.0,12.0,1.0,2.0,19.0,86.0,0.0,91.86046511627907,55.670103092783506
POSModelLoader.java,opennlp,35.0,15.0,7.0,68.72,2.0,42.0,3.0,59.0,1.0,20.0,49.0,26.0,3.0,25.0,118.0,362.0,1.0,0.0,25.81967213114754
POSModelResource.java,opennlp,63.0,10.0,7.0,28.93,2.0,37.0,16.0,65.0,1.0,56.0,246.0,24.0,3.0,47.0,331.0,373.0,0.0,0.0,37.93677204658902
POSModelResourceImpl.java,opennlp,44.0,11.0,5.0,35.93,2.0,28.0,18.0,59.0,3.0,55.0,97.0,23.0,3.0,29.0,96.0,346.0,1.0,0.0,23.28159645232816
PosSampleStream.java,opennlp,20.0,24.0,5.0,54.03,1.0,9.0,3.0,15.0,1.0,6.0,5.0,10.0,2.0,3.0,3.0,274.0,0.0,0.0,37.15596330275229
POSTagger.java,opennlp,14.0,21.0,4.0,96.05,3.5,41.0,4.0,38.0,1.0,25.0,0.0,9.0,5.0,26.0,7.0,198.0,0.0,0.0,27.472527472527474
POSTaggerConverterTool.java,opennlp,8.0,26.0,2.0,98.22,1.0,1.0,1.0,26.0,1.0,27.0,0.0,10.0,3.0,26.0,2.0,134.0,0.0,0.0,29.47368421052631
POSTaggerEvaluationMonitor.java,opennlp,5.0,19.0,3.0,96.86,1.0,790.0,33.0,10.0,1.0,0.0,5.0,7.0,0.0,3.0,1.0,53.0,0.0,0.0,29.333333333333332
POSTaggerNameFeatureGenerator.java,opennlp,1.0,474.0,1.0,100.0,1.0,2.0,20.0,48.0,1.0,73.0,59.0,14.0,2.0,38.0,0.0,311.0,1.0,0.0,26.995305164319248
POSToSentenceSampleStream.java,opennlp,12.0,35.0,5.0,69.0,1.5,1.0,2.0,26.0,1.0,15.0,16.0,9.0,3.0,9.0,1.0,120.0,0.0,0.0,41.46341463414634
POSToSentenceSampleStreamFactory.java,opennlp,55.0,7.0,7.0,34.97,3.0,220.0,20.0,39.0,3.0,32.0,173.0,22.0,2.0,16.0,231.0,236.0,1.0,0.0,38.701298701298704
POSToTokenSampleStream.java,opennlp,41.0,20.0,3.0,65.28,2.0,89.0,30.0,110.0,1.0,83.0,814.0,41.0,4.0,52.0,177.0,546.0,1.0,0.0,26.41509433962264
POSToTokenSampleStreamFactory.java,opennlp,14.0,27.0,6.0,54.84,2.5,3.0,23.0,41.0,2.0,40.0,0.0,12.0,2.0,35.0,17.0,259.0,1.0,0.0,25.360230547550433
PrefixFeatureGenerator.java,opennlp,32.0,10.0,3.0,39.44,2.5,42.0,5.0,29.0,1.0,44.0,28.0,8.0,3.0,19.0,1.0,183.0,0.0,0.0,38.79598662207358
PreviousMapFeatureGenerator.java,opennlp,29.0,23.0,3.0,50.05,2.0,11.0,25.0,86.0,2.0,61.0,14.0,16.0,3.0,94.0,76.0,526.0,1.0,0.0,13.77049180327869
PreviousTwoMapFeatureGenerator.java,opennlp,35.0,10.0,3.0,78.42,2.0,21.0,45.0,25.0,2.0,48.0,2.0,4.0,3.0,33.0,1.0,215.0,1.0,0.0,29.73856209150327
Prior.java,opennlp,15.0,19.0,4.0,43.05,2.0,5.0,5.0,32.0,2.0,27.0,18.0,8.0,3.0,25.0,20.0,184.0,0.0,0.0,28.957528957528954
PropertiesSerializer.java,opennlp,3.0,39.0,1.0,100.0,1.0,2.0,3.0,6.0,1.0,9.0,1.0,3.0,1.0,4.0,0.0,59.0,0.0,0.0,42.15686274509804
QNModel.java,opennlp,15.0,16.0,5.0,60.09,1.0,5.0,6.0,38.0,1.0,22.0,13.0,6.0,4.0,25.0,44.0,169.0,1.0,0.0,23.52941176470588
QNModelWriter.java,opennlp,30.0,7.0,5.0,44.19,1.5,25.0,10.0,20.0,1.0,29.0,10.0,5.0,4.0,15.0,9.0,142.0,0.0,0.0,24.46808510638298
RelationAnnotation.java,opennlp,10.0,15.0,5.0,81.98,1.0,4.0,5.0,13.0,1.0,16.0,15.0,6.0,5.0,6.0,1.0,83.0,0.0,38.55421686746988,38.51851851851852
ResetableIterator.java,opennlp,11.0,13.0,5.0,81.5,1.0,1.0,5.0,13.0,1.0,16.0,15.0,6.0,5.0,6.0,1.0,83.0,0.0,38.55421686746988,38.970588235294116
SDContextGenerator.java,opennlp,11.0,28.0,4.0,57.58,1.0,0.0,8.0,34.0,2.0,35.0,169.0,19.0,2.0,16.0,1.0,168.0,0.0,13.690476190476192,41.25874125874126
SDEventStream.java,opennlp,24.0,26.0,5.0,43.5,4.0,11.0,7.0,49.0,1.0,29.0,786.0,44.0,1.0,21.0,90.0,307.0,0.0,0.0,45.95070422535211
SegmenterObjectStream.java,opennlp,5.0,28.0,2.0,98.73,1.0,2.0,4.0,15.0,2.0,7.0,16.0,8.0,1.0,5.0,2.0,99.0,0.0,0.0,23.25581395348837
SentenceContextGenerator.java,opennlp,30.0,19.0,8.0,61.2,2.0,81.0,20.0,55.0,1.0,45.0,0.0,31.0,3.0,36.0,161.0,327.0,0.0,0.0,39.66789667896679
SentenceDetector.java,opennlp,11.0,16.0,2.0,59.0,2.0,2.0,4.0,13.0,1.0,21.0,21.0,7.0,1.0,16.0,4.0,115.0,0.0,0.0,27.67295597484277
SentenceDetectorConverterTool.java,opennlp,17.0,27.0,5.0,39.95,2.0,1.0,22.0,50.0,2.0,54.0,23.0,11.0,4.0,29.0,39.0,330.0,1.0,0.0,23.963133640552993
SentenceDetectorEvaluationMonitor.java,opennlp,26.0,11.0,7.0,31.81,2.0,13.0,11.0,27.0,3.0,29.0,56.0,16.0,3.0,36.0,41.0,186.0,0.0,0.0,27.626459143968873
SentenceDetectorEvaluator.java,opennlp,6.0,44.0,4.0,93.88,1.0,1.0,2.0,13.0,1.0,11.0,51.0,11.0,1.0,6.0,18.0,165.0,0.0,0.0,31.25
SentenceFeatureGenerator.java,opennlp,29.0,20.0,7.0,66.44,2.0,146.0,13.0,67.0,2.0,34.0,316.0,40.0,4.0,23.0,18.0,283.0,1.0,0.0,46.502835538752365
SentenceModelLoader.java,opennlp,7.0,245.0,5.0,65.96,1.0,0.0,11.0,138.0,1.0,65.0,3979.0,94.0,2.0,102.0,0.0,714.0,1.0,0.0,55.707196029776675
SentenceModelResource.java,opennlp,15.0,30.0,6.0,56.15,2.0,4.0,15.0,63.0,2.0,38.0,21.0,7.0,4.0,43.0,3.0,335.0,1.0,0.0,20.047732696897373
SentenceModelResourceImpl.java,opennlp,35.0,6.0,3.0,49.9,2.0,16.0,9.0,17.0,2.0,37.0,21.0,7.0,3.0,17.0,72.0,127.0,0.0,0.0,35.204081632653065
SentenceSample.java,opennlp,7.0,24.0,4.0,54.67,1.0,0.0,7.0,18.0,2.0,22.0,26.0,8.0,2.0,12.0,29.0,92.0,0.0,110.86956521739131,39.869281045751634
Sequence.java,opennlp,7.0,24.0,4.0,54.46,1.0,0.0,7.0,18.0,2.0,22.0,26.0,8.0,2.0,12.0,29.0,92.0,0.0,110.86956521739131,40.25974025974026
Sequence.java,opennlp,4.0,67.0,2.0,99.27,1.0,0.0,7.0,17.0,2.0,25.0,116.0,16.0,1.0,4.0,2.0,222.0,0.0,0.0,9.75609756097561
SequenceClassificationModel.java,opennlp,8.0,36.0,4.0,73.35,1.0,2.0,7.0,25.0,2.0,13.0,153.0,18.0,1.0,4.0,7.0,113.0,0.0,69.91150442477876,56.87022900763359
SequenceCodec.java,opennlp,6.0,39.0,2.0,80.0,1.5,2.0,3.0,20.0,1.0,1.0,153.0,19.0,1.0,9.0,18.0,98.0,0.0,0.0,53.990610328638496
SequenceStream.java,opennlp,11.0,11.0,4.0,58.72,2.0,1.0,10.0,10.0,1.0,15.0,3.0,3.0,3.0,7.0,3.0,72.0,0.0,0.0,36.283185840707965
SequenceValidator.java,opennlp,19.0,9.0,3.0,61.49,2.0,3.0,12.0,20.0,1.0,30.0,15.0,6.0,5.0,17.0,53.0,138.0,0.0,0.0,18.823529411764707
SerializableArtifact.java,opennlp,38.0,4.0,9.0,31.24,2.5,74.0,7.0,17.0,2.0,28.0,0.0,3.0,4.0,21.0,40.0,132.0,0.0,0.0,19.018404907975462
ShrinkCharSequenceNormalizer.java,opennlp,35.0,19.0,4.0,39.16,3.0,4.0,68.0,101.0,2.0,56.0,121.0,18.0,4.0,36.0,88.0,484.0,1.0,0.0,19.867549668874172
SimpleTokenizer.java,opennlp,19.0,39.0,7.0,50.09,2.0,33.0,2.0,66.0,1.0,44.0,124.0,17.0,2.0,53.0,63.0,351.0,1.0,10.826210826210826,49.56896551724138
Span.java,opennlp,10.0,33.0,4.0,53.69,2.0,2.0,17.0,35.0,1.0,31.0,71.0,15.0,2.0,19.0,26.0,193.0,0.0,0.0,35.66666666666667
SpanAnnotation.java,opennlp,10.0,11.0,4.0,73.86,1.5,0.0,7.0,9.0,1.0,11.0,3.0,3.0,6.0,9.0,2.0,66.0,0.0,0.0,37.735849056603776
Stemmer.java,opennlp,27.0,14.0,3.0,76.75,1.0,22.0,17.0,41.0,1.0,79.0,14.0,12.0,2.0,35.0,65.0,256.0,0.0,0.0,23.353293413173652
SuffixFeatureGenerator.java,opennlp,7.0,39.0,4.0,69.29,1.0,1.0,2.0,35.0,3.0,3.0,24.0,9.0,5.0,19.0,25.0,180.0,0.0,0.0,30.76923076923077
SystemInputStreamFactory.java,opennlp,2.0,162.0,1.0,100.0,3.0,0.0,4.0,58.0,2.0,13.0,43.0,14.0,3.0,47.0,0.0,236.0,0.0,0.0,15.714285714285714
TagDictionary.java,opennlp,6.0,17.0,3.0,83.46,1.0,8.0,12.0,15.0,1.0,4.0,0.0,1.0,2.0,4.0,4.0,65.0,0.0,0.0,32.98969072164948
TerminateToolException.java,opennlp,4.0,33.0,4.0,57.58,2.0,0.0,2.0,16.0,1.0,17.0,0.0,10.0,2.0,5.0,0.0,73.0,0.0,0.0,37.06896551724138
TokenClassFeatureGenerator.java,opennlp,21.0,6.0,5.0,40.88,2.0,16.0,6.0,12.0,1.0,18.0,6.0,4.0,3.0,8.0,2.0,83.0,0.0,0.0,32.52032520325203
TokenContextGenerator.java,opennlp,65.0,6.0,8.0,61.53,2.0,47.0,27.0,57.0,3.0,67.0,119.0,22.0,3.0,34.0,141.0,313.0,1.0,23.003194888178914,13.535911602209943
TokenFeatureGenerator.java,opennlp,13.0,40.0,4.0,85.46,2.0,44.0,7.0,59.0,1.0,38.0,20.0,13.0,5.0,30.0,59.0,292.0,0.0,0.0,36.38344226579521
Tokenizer.java,opennlp,9.0,39.0,2.0,90.93,4.0,26.0,23.0,27.0,4.0,87.0,9.0,7.0,3.0,42.0,8.0,248.0,0.0,0.0,22.0125786163522
TokenizerConverterTool.java,opennlp,10.0,30.0,5.0,85.63,2.0,9.0,13.0,28.0,1.0,47.0,26.0,8.0,3.0,33.0,33.0,208.0,0.0,0.0,25.179856115107913
TokenizerCrossValidator.java,opennlp,4.0,22.0,3.0,92.71,1.0,1.0,1.0,6.0,1.0,2.0,1.0,6.0,0.0,2.0,0.0,31.0,0.0,0.0,60.256410256410255
TokenizerEvaluationMonitor.java,opennlp,6.0,28.0,3.0,78.12,1.0,20.0,3.0,17.0,1.0,9.0,2.0,5.0,2.0,7.0,0.0,118.0,0.0,0.0,23.870967741935484
TokenizerEvaluator.java,opennlp,13.0,23.0,4.0,53.9,2.0,4.0,29.0,29.0,1.0,11.0,103.0,18.0,1.0,28.0,2.0,214.0,0.0,0.0,19.245283018867926
TokenizerModel.java,opennlp,3.0,27.0,2.0,98.91,1.0,9.0,1.0,3.0,3.0,0.0,0.0,3.0,0.0,2.0,1.0,27.0,0.0,0.0,62.5
TokenizerModelLoader.java,opennlp,9.0,12.0,4.0,72.41,2.0,0.0,8.0,7.0,1.0,17.0,3.0,3.0,3.0,6.0,2.0,65.0,0.0,0.0,35.0
TokenizerModelResource.java,opennlp,18.0,11.0,4.0,48.81,3.5,14.0,9.0,24.0,2.0,13.0,0.0,6.0,3.0,18.0,70.0,110.0,0.0,0.0,37.5
TokenizerModelResourceImpl.java,opennlp,8.0,12.0,4.0,81.25,1.5,0.0,8.0,8.0,1.0,16.0,3.0,3.0,3.0,5.0,0.0,61.0,0.0,0.0,34.40860215053764
TokenNameFinder.java,opennlp,6.0,29.0,3.0,55.93,2.5,75.0,3.0,15.0,1.0,8.0,37.0,11.0,1.0,11.0,13.0,79.0,0.0,0.0,50.625
TokenNameFinderConverterTool.java,opennlp,12.0,38.0,3.0,94.08,1.0,7.0,10.0,33.0,1.0,52.0,161.0,19.0,2.0,22.0,45.0,216.0,0.0,0.0,47.3170731707317
TokenNameFinderDetailedFMeasureListener.java,opennlp,3.0,21.0,2.0,90.77,1.0,5.0,0.0,5.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,31.0,0.0,0.0,47.45762711864407
TokenNameFinderEvaluationMonitor.java,opennlp,13.0,16.0,5.0,61.38,2.0,9.0,7.0,21.0,2.0,7.0,0.0,9.0,3.0,13.0,15.0,106.0,0.0,39.62264150943396,44.79166666666667
TokenNameFinderEvaluator.java,opennlp,6.0,28.0,3.0,81.71,1.0,356.0,6.0,15.0,1.0,25.0,21.0,7.0,2.0,14.0,0.0,102.0,0.0,0.0,31.08108108108108
TokenNameFinderModelLoader.java,opennlp,15.0,7.0,4.0,51.19,1.0,40.0,4.0,7.0,4.0,18.0,6.0,4.0,3.0,3.0,4.0,60.0,0.0,0.0,39.39393939393939
TokenNameFinderModelResource.java,opennlp,2.0,130.0,1.0,100.0,1.0,1.0,2.0,16.0,2.0,0.0,96.0,16.0,0.0,7.0,0.0,109.0,0.0,0.0,53.61702127659574
TokenNameFinderModelResourceImpl.java,opennlp,29.0,11.0,4.0,58.5,2.0,12.0,22.0,27.0,1.0,65.0,0.0,8.0,2.0,36.0,1.0,203.0,0.0,0.0,31.879194630872483
TokenPatternFeatureGenerator.java,opennlp,37.0,9.0,6.0,60.58,2.0,53.0,22.0,50.0,1.0,21.0,64.0,12.0,3.0,13.0,205.0,206.0,0.0,0.0,31.561461794019934
TokenSampleStream.java,opennlp,1.0,512.0,1.0,100.0,1.0,1.0,21.0,39.0,1.0,58.0,34.0,12.0,2.0,36.0,0.0,334.0,0.0,0.0,27.391304347826086
TokenSampleStreamFactory.java,opennlp,7.0,55.0,3.0,94.41,1.0,1.0,10.0,62.0,5.0,52.0,317.0,27.0,3.0,32.0,2.0,299.0,0.0,0.0,12.058823529411764
TokenTag.java,opennlp,13.0,23.0,6.0,45.27,2.0,16.0,25.0,40.0,2.0,40.0,15.0,6.0,2.0,17.0,64.0,247.0,0.0,0.0,13.636363636363635
TrainingParams.java,opennlp,3.0,43.0,1.0,100.0,1.0,2.0,7.0,12.0,1.0,18.0,3.0,3.0,8.0,14.0,0.0,79.0,0.0,0.0,34.166666666666664
TrainingParams.java,opennlp,15.0,18.0,5.0,57.69,3.0,0.0,6.0,56.0,1.0,18.0,18.0,8.0,4.0,33.0,33.0,204.0,0.0,0.0,17.741935483870968
TrainingParams.java,opennlp,9.0,13.0,4.0,68.05,2.0,4.0,10.0,6.0,1.0,34.0,3.0,3.0,3.0,10.0,6.0,74.0,0.0,0.0,31.48148148148148
TrainingParams.java,opennlp,1.0,205.0,1.0,100.0,1.0,2.0,11.0,22.0,1.0,26.0,15.0,6.0,3.0,17.0,0.0,132.0,0.0,0.0,31.25
TrainingParams.java,opennlp,70.0,9.0,10.0,41.15,3.0,127.0,12.0,70.0,2.0,43.0,516.0,36.0,5.0,31.0,71.0,316.0,0.0,0.0,44.463971880492096
TrainingParams.java,opennlp,4.0,19.0,2.0,92.13,1.5,0.0,6.0,3.0,1.0,12.0,1.0,2.0,1.0,7.0,2.0,46.0,0.0,0.0,29.230769230769234
TrainingParams.java,opennlp,5.0,45.0,3.0,98.24,1.0,0.0,9.0,11.0,5.0,36.0,0.0,5.0,1.0,23.0,2.0,174.0,0.0,0.0,12.562814070351758
TrainingParams.java,opennlp,11.0,14.0,5.0,81.14,1.0,12.0,5.0,11.0,1.0,18.0,21.0,7.0,2.0,6.0,1.0,75.0,0.0,0.0,45.25547445255474
TrainingParams.java,opennlp,11.0,13.0,5.0,84.12,1.0,6.0,6.0,10.0,1.0,17.0,21.0,7.0,2.0,6.0,1.0,70.0,0.0,0.0,46.56488549618321
TrainingToolParams.java,opennlp,58.0,14.0,5.0,38.73,3.0,101.0,29.0,91.0,1.0,92.0,206.0,37.0,5.0,52.0,196.0,432.0,0.0,0.0,38.46153846153847
TrigramNameFeatureGenerator.java,opennlp,13.0,13.0,6.0,70.03,2.0,5.0,4.0,11.0,4.0,25.0,13.0,6.0,2.0,13.0,4.0,100.0,0.0,0.0,37.10691823899371
TwitterCharSequenceNormalizer.java,opennlp,1.0,174.0,1.0,100.0,1.0,2.0,13.0,7.0,1.0,35.0,0.0,4.0,2.0,18.0,0.0,117.0,0.0,0.0,25.949367088607595
TypedCmdLineTool.java,opennlp,8.0,28.0,3.0,76.12,1.0,4.0,4.0,6.0,1.0,3.0,1.0,3.0,1.0,3.0,9.0,159.0,0.0,0.0,19.696969696969695
UniformPrior.java,opennlp,25.0,17.0,6.0,35.71,3.0,19.0,6.0,28.0,4.0,30.0,64.0,12.0,5.0,11.0,38.0,265.0,0.0,0.0,29.894179894179896
UrlCharSequenceNormalizer.java,opennlp,15.0,20.0,4.0,68.72,2.0,6.0,10.0,30.0,2.0,19.0,168.0,21.0,2.0,22.0,20.0,157.0,0.0,0.0,41.19850187265918
Version.java,opennlp,8.0,20.0,4.0,59.9,1.0,0.0,9.0,13.0,2.0,19.0,8.0,5.0,4.0,15.0,1.0,95.0,0.0,0.0,35.810810810810814
WhitespaceTokenizer.java,opennlp,50.0,8.0,4.0,56.34,1.5,35.0,28.0,57.0,2.0,61.0,60.0,16.0,4.0,29.0,61.0,310.0,0.0,0.0,19.896640826873384
WhitespaceTokenizer.java,opennlp,7.0,22.0,3.0,68.46,2.0,2.0,2.0,22.0,1.0,14.0,1.0,2.0,4.0,12.0,3.0,110.0,0.0,0.0,25.170068027210885
WhitespaceTokenStream.java,opennlp,5.0,13.0,2.0,63.98,8.0,16.0,2.0,5.0,1.0,4.0,1.0,2.0,3.0,2.0,28.0,28.0,0.0,0.0,55.55555555555556
WindowFeatureGenerator.java,opennlp,16.0,11.0,1.0,100.0,2.0,2.0,16.0,16.0,1.0,19.0,13.0,7.0,2.0,16.0,12.0,118.0,0.0,0.0,30.58823529411765
WordClusterFeatureGenerator.java,opennlp,12.0,11.0,4.0,41.61,1.0,3.0,9.0,14.0,4.0,10.0,36.0,9.0,2.0,8.0,18.0,76.0,0.0,0.0,37.704918032786885
WordTagSampleStreamFactory.java,opennlp,10.0,108.0,4.0,78.6,3.0,4.0,17.0,102.0,5.0,35.0,2918.0,80.0,3.0,61.0,9.0,445.0,0.0,0.0,4.301075268817205
WordVector.java,opennlp,9.0,24.0,4.0,91.79,2.0,2.0,8.0,26.0,1.0,39.0,34.0,9.0,2.0,16.0,2.0,142.0,0.0,0.0,31.40096618357488
WordVectorTable.java,opennlp,3.0,62.0,1.0,100.0,7.0,1.0,14.0,16.0,2.0,45.0,3.0,6.0,3.0,21.0,3.0,141.0,0.0,0.0,18.023255813953487
